,Date,Time,City,Type
,2017-02-01,15:44:23,Burl Twp,123 E Overdose
,2017-02-01,15:33:20,Florence,132 E UnkMedEmrg
,2017-02-01,15:44:23,Burl Twp,123 E Overdose
,2017-02-01,17:01:24,Willingbor,132 E UnkMedEmrg
,2017-02-01,17:34:40,Burl Twp,117 E Falls
,2017-02-01,19:20:44,Burl City,125 E Psychiat
,2017-02-01,20:39:56,Burl City,131 E Uncon
,2017-02-01,21:33:54,Edgewater,117 E Falls
,2017-02-01,23:33:20,Burl Twp,104 E AsltRape
,2017-02-02,23:12:51,Burl City,106 E Breathin
,2017-02-02,00:58:31,Burl Twp,106 E Breathin
,2017-02-02,01:44:57,Burl City,132 E UnkMedEmrg
,2017-02-02,02:22:05,Burl City,110 E ChestPain
,2017-02-02,06:19:31,Mansfield,129 E AccInjry
,2017-02-02,07:18:27,Burl City,132 E UnkMedEmrg
,2017-02-02,06:44:46,Florence,106 E Breathin
,2017-02-02,09:41:39,Edgewater,102 E AlergcReac
,2017-02-02,10:53:13,Burl City,132 E UnkMedEmrg
,2017-02-02,10:53:56,Burl City,132 E UnkMedEmrg
,2017-02-02,12:39:42,Burl Twp,132 E UnkMedEmrg
,2017-02-02,12:12:43,Burl Twp,126 E SickPers
,2017-02-02,13:21:50,Burl City,124 E Pregnant
,2017-02-02,12:32:14,Burl Twp,119 E Heart
,2017-02-02,14:22:10,Burl Twp,117 E Falls
,2017-02-02,14:26:42,Burl Twp,131 E Uncon
,2017-02-02,15:02:43,Burl City,132 E UnkMedEmrg
,2017-02-02,15:57:59,Burl Twp,112 E Convulsn
,2017-02-02,19:21:00,Burl Twp,121 E Hemrhage
,2017-02-02,18:19:06,Burl Twp,110 E ChestPain
,2017-02-02,20:05:41,Burl Twp,123 E Overdose
,2017-02-02,20:51:46,Edgewater,111 E Choking
,2017-02-03,23:39:31,Burl Twp,132 E UnkMedEmrg
,2017-02-03,00:19:41,Burl City,117 E Falls
,2017-02-03,07:16:35,Burl Twp,110 E ChestPain
,2017-02-03,07:38:41,Burl City,106 E Breathin
,2017-02-03,08:36:24,BurlBrstBr,129 E AccInjry
,2017-02-03,09:39:54,Florence,129 E AccInjry
,2017-02-03,11:07:43,Burl City,132 E UnkMedEmrg
,2017-02-03,:  :,Burl City,110 E ChestPain
,2017-02-03,11:48:01,Willingbor,125 E Psychiat
,2017-02-03,12:27:30,Burl Twp,119 E Heart
,2017-02-03,13:15:43,Burl City,132 E UnkMedEmrg
,2017-02-03,15:24:53,Burl City,132 E UnkMedEmrg
,2017-02-03,15:05:22,Burl Twp,128 E Stroke
,2017-02-03,16:30:18,Burl Twp,132 E UnkMedEmrg
,2017-02-03,17:56:58,Burl City,106 E Breathin
,2017-02-03,18:52:36,Burl Twp,117 E Falls
,2017-02-03,18:53:38,Florence,132 E UnkMedEmrg
,2017-02-03,19:32:12,Burl Twp,121 E Hemrhage
,2017-02-04,06:14:53,Beverly,17 F Fumes
,2017-02-04,05:26:06,Beverly,130 E Trauma
,2017-02-03,21:17:00,"Beverly
C",112 E Convulsn
,2017-02-04,07:03:46,Beverly,106 E Breathin
,2017-02-04,09:24:06,Burl Twp,110 E ChestPain
,2017-02-04,10:03:46,Edgewater,132 E UnkMedEmrg
,2017-02-04,12:08:08,Springfld,132 E UnkMedEmrg
,2017-02-04,12:29:09,Burl Twp,131 E Uncon
,2017-02-04,12:38:04,Burl Twp,131 E Uncon
,2017-02-04,13:11:11,Burl Twp,126 E SickPers
,2017-02-04,13:18:03,Edgewater,132 E UnkMedEmrg
,2017-02-04,13:54:28,Beverly,132 E UnkMedEmrg
,2017-02-04,13:42:20,Burl City,132 E UnkMedEmrg
,2017-02-04,14:24:10,Burl Twp,131 E Uncon
,2017-02-04,17:05:03,Burl Twp,112 E Convulsn
,2017-02-04,17:48:22,Burl City,110 E ChestPain
,2017-02-04,18:16:30,Burl City,129 E AccInjry
,2017-02-04,18:56:35,Burl Twp,117 E Falls
,2017-02-04,20:14:01,Willingbor,129 E AccInjry
,2017-02-04,21:40:16,Burl City,132 E UnkMedEmrg
,2017-02-04,22:00:11,Burl City,125 E Psychiat
,2017-02-04,22:46:12,Burl City,132 E UnkMedEmrg
,2017-02-05,02:39:51,Burl City,125 E Psychiat
,2017-02-05,05:36:20,Burl City,110 E ChestPain
,2017-02-05,07:12:25,Burl Twp,128 E Stroke
,2017-02-05,09:17:03,Edgewater,110 E ChestPain
,2017-02-05,09:40:42,Edgewater,131 E Uncon
,2017-02-05,10:24:55,Willingbor,131 E Uncon
,2017-02-05,11:09:15,Edgewater,112 E Convulsn
,2017-02-05,12:16:55,Burl City,101 E AbdmPain
,2017-02-05,12:56:02,Burl City,132 E UnkMedEmrg
,2017-02-05,13:18:28,Burl Twp,117 E Falls
,2017-02-05,15:11:47,Burl Twp,131 E Uncon
,2017-02-05,16:20:02,Edgewater,106 E Breathin
,2017-02-05,16:21:35,Burl Twp,113 E Diabetic
,2017-02-05,16:34:54,Edgewater,125 E Psychiat
,2017-02-05,18:22:22,Willingbor,117 E Falls
,2017-02-05,18:21:26,Burl Twp,131 E Uncon
,2017-02-05,18:50:26,Burl Twp,101 E AbdmPain
,2017-02-05,18:37:18,Edgewater,106 E Breathin
,2017-02-05,20:41:02,Burl Twp,132 E UnkMedEmrg
,2017-02-05,21:38:25,Edgewater,129F E Mva/Fire
,2017-02-05,21:09:03,Burl Twp,11 F StrctrFire
,2017-02-06,23:38:01,Burl City,132 E UnkMedEmrg
,2017-02-06,00:37:49,Burl City,110 E ChestPain
,2017-02-06,02:39:56,Burl Twp,129 E AccInjry
,2017-02-06,05:12:45,Burl City,128 E Stroke
,2017-02-06,05:51:35,Burl City,106 E Breathin
,2017-02-06,08:50:35,Beverly,126 E SickPers
,2017-02-06,09:52:50,Burl Twp,117 E Falls
,2017-02-06,10:10:22,Burl Twp,110 E ChestPain
,2017-02-06,11:32:57,Burl Twp,109 E Arrest
,2017-02-06,12:09:34,Edgewater,132 E UnkMedEmrg
,2017-02-06,12:05:33,Delran,129 E AccInjry
,2017-02-06,12:43:47,Beverly,118 E Headache
,2017-02-06,14:11:11,Edgewater,132 E UnkMedEmrg
,2017-02-06,13:10:56,Burl Twp,131 E Uncon
,2017-02-06,13:56:45,Burl City,129F E Mva/Fire
,2017-02-06,15:02:36,Edgewater,105 E BackPain
,2017-02-06,15:36:56,Burl Twp,106 E Breathin
,2017-02-06,16:41:27,Burl City,132 E UnkMedEmrg
,2017-02-06,17:44:49,Burl City,129 E AccInjry
,2017-02-06,18:48:17,Edgewater,131 E Uncon
,2017-02-06,19:48:33,"NJTP

Ca",129F E Mva/Fire
,2017-02-06,21:49:00,Burl City,101 E AbdmPain
,2017-02-07,00:38:40,Burl Twp,106 E Breathin
,2017-02-07,00:44:27,Burl Twp,125 E Psychiat
,2017-02-07,02:43:22,Burl City,132 E UnkMedEmrg
,2017-02-07,04:46:30,Burl City,128 E Stroke
,2017-02-07,07:37:01,Burl Twp,110 E ChestPain
,2017-02-07,09:45:36,Burl Twp,110 E ChestPain
,2017-02-07,11:46:00,Burl City,106 E Breathin
,2017-02-07,11:06:53,Burl City,11 F StrctrFire
,2017-02-07,11:58:24,Florence,119 E Heart
,2017-02-07,11:25:03,Edgewater,117 E Falls
,2017-02-07,14:46:05,Burl Twp,131 E Uncon
,2017-02-07,17:05:26,Burl City,132 E UnkMedEmrg
,2017-02-07,17:10:30,Edgewater,132 E UnkMedEmrg
,2017-02-07,17:19:28,Burl City,132 E UnkMedEmrg
,2017-02-07,17:53:29,Florence,128 E Stroke
,2017-02-07,20:16:36,Burl Twp,119 E Heart
,2017-02-07,20:44:29,Springfld,106 E Breathin
,2017-02-07,22:56:32,Burl Twp,125 E Psychiat
,2017-02-08,04:26:51,Burl City,106 E Breathin
,2017-02-08,05:07:51,Burl City,106 E Breathin
,2017-02-08,07:06:12,Edgewater,106 E Breathin
,2017-02-08,07:34:56,Burl City,124 E Pregnant
,2017-02-08,08:03:22,Edgewater,132 E UnkMedEmrg
,2017-02-08,08:37:27,Burl Twp,132 E UnkMedEmrg
,2017-02-08,08:38:06,Edgewater,117 E Falls
,2017-02-08,08:56:19,Burl Twp,132 E UnkMedEmrg
,2017-02-08,09:23:38,Burl Twp,132 E UnkMedEmrg
,2017-02-08,09:21:33,Burl Twp,106 E Breathin
,2017-02-08,10:09:02,Edgewater,117 E Falls
,2017-02-08,11:30:34,Burl City,121 E Hemrhage
,2017-02-08,12:32:12,Edgewater,113 E Diabetic
,2017-02-08,12:55:05,Edgewater,128 E Stroke
,2017-02-08,14:07:06,Burl Twp,126 E SickPers
,2017-02-08,14:57:10,Burl Twp,125 E Psychiat
,2017-02-08,16:36:39,Burl Twp,106 E Breathin
,2017-02-08,17:49:26,Burl Twp,123 E Overdose
,2017-02-08,19:16:53,Edgewater,117 E Falls
,2017-02-08,20:02:54,Springfld,131 E Uncon
,2017-02-08,21:10:20,Burl Twp,106 E Breathin
,2017-02-08,23:21:12,Burl City,132 E UnkMedEmrg
,2017-02-08,22:41:56,Springfld,105 E BackPain
,2017-02-09,23:46:29,Burl Twp,106 E Breathin
,2017-02-09,05:00:41,Burl Twp,132 E UnkMedEmrg
,2017-02-09,06:44:14,Burl City,129F E Mva/Fire
,2017-02-09,06:01:45,Burl Twp,106 E Breathin
,2017-02-09,07:09:27,Burl Twp,129F E Mva/Fire
,2017-02-09,06:37:36,Mansfield,129F E Mva/Fire
,2017-02-09,07:04:01,Burl Twp,129 E AccInjry
,2017-02-09,07:47:26,Beverly,132 E UnkMedEmrg
,2017-02-09,09:19:40,Burl City,117 E Falls
,2017-02-09,11:36:02,Florence,132 E UnkMedEmrg
,2017-02-09,12:58:37,Burl Twp,132 E UnkMedEmrg
,2017-02-09,13:54:43,Burl City,125 E Psychiat
,2017-02-09,14:03:16,Burl Twp,129 E AccInjry
,2017-02-09,14:44:15,Burl City,106 E Breathin
,2017-02-09,15:34:21,Beverly,119 E Heart
,2017-02-09,15:09:58,Springfld,133 E TrfcEntp
,2017-02-09,19:35:37,Edgewater,11 F StrctrFire
,2017-02-09,21:31:27,Edgewater,131 E Uncon
,2017-02-10,07:56:33,Burl City,101 E AbdmPain
,2017-02-10,08:37:11,Burl Twp,109 E Arrest
,2017-02-10,10:01:18,Burl Twp,117 E Falls
,2017-02-10,10:33:39,Burl Twp,117 E Falls
,2017-02-10,12:40:59,Burl Twp,132 E UnkMedEmrg
,2017-02-10,13:33:14,Burl Twp,117 E Falls
,2017-02-10,14:52:30,Burl Twp,117 E Falls
,2017-02-10,15:16:06,Willingbor,117 E Falls
,2017-02-10,15:34:38,Burl City,132 E UnkMedEmrg
,2017-02-10,15:09:25,Burl Twp,117 E Falls
,2017-02-10,15:31:09,Burl Twp,117 E Falls
,2017-02-10,15:56:43,Florence,129F E Mva/Fire
,2017-02-10,15:54:23,Willingbor,117 E Falls
,2017-02-10,16:03:06,Burl Twp,129 E AccInjry
,2017-02-10,15:53:36,Burl City,11 F StrctrFire
,2017-02-10,18:20:15,Edgewater,113 E Diabetic
,2017-02-10,18:18:04,Burl City,112 E Convulsn
,2017-02-10,19:33:42,Burl Twp,133 E TrfcEntp
,2017-02-11,00:41:15,Burl Twp,110 E ChestPain
,2017-02-11,09:08:54,Burl Twp,132 E UnkMedEmrg
,2017-02-11,10:47:37,Burl City,110 E ChestPain
,2017-02-11,11:00:29,Springfld,126 E SickPers
,2017-02-11,12:24:34,Burl City,132 E UnkMedEmrg
,2017-02-11,12:44:11,Springfld,129F E Mva/Fire
,2017-02-11,12:53:51,Westampton,133 E TrfcEntp
,2017-02-11,13:32:28,Burl Twp,117 E Falls
,2017-02-11,13:48:37,Burl City,110 E ChestPain
,2017-02-11,16:39:23,Burl Twp,132 E UnkMedEmrg
,2017-02-11,17:27:39,Westampton,132 E UnkMedEmrg
,2017-02-11,18:30:18,Burl Twp,132 E UnkMedEmrg
,2017-02-11,19:16:43,Edgewater,118 E Headache
,2017-02-11,22:26:57,Burl Twp,110 E ChestPain
,2017-02-11,22:41:30,Burl Twp,117 E Falls
,2017-02-12,00:21:17,Burl Twp,125 E Psychiat
,2017-02-12,02:13:23,Burl Twp,113 E Diabetic
,2017-02-12,02:06:40,Springfld,129F E Mva/Fire
,2017-02-12,06:26:19,Burl Twp,126 E SickPers
,2017-02-12,08:17:59,Burl Twp,117 E Falls
,2017-02-12,09:23:57,Burl Twp,132 E UnkMedEmrg
,2017-02-12,09:52:18,Burl Twp,113 E Diabetic
,2017-02-12,09:59:07,Burl City,110 E ChestPain
,2017-02-12,11:07:26,Burl City,106 E Breathin
,2017-02-12,13:46:44,Westampton,104 E AsltRape
,2017-02-12,14:48:00,Burl Twp,131 E Uncon
,2017-02-12,15:23:11,Burl Twp,117 E Falls
,2017-02-12,15:47:48,Burl City,110 E ChestPain
,2017-02-12,16:51:04,Burl Twp,125 E Psychiat
,2017-02-12,17:55:28,Burl Twp,132 E UnkMedEmrg
,2017-02-12,19:15:36,Edgewater,125 E Psychiat
,2017-02-12,19:13:41,Burl City,131 E Uncon
,2017-02-12,19:24:57,Burl Twp,128 E Stroke
,2017-02-12,20:43:14,Burl Twp,106 E Breathin
,2017-02-12,21:05:09,Burl City,106 E Breathin
,2017-02-13,00:05:10,Florence,132 E UnkMedEmrg
,2017-02-13,00:07:04,Florence,132 E UnkMedEmrg
,2017-02-13,03:51:58,Burl City,131 E Uncon
,2017-02-13,05:23:37,Burl City,125 E Psychiat
,2017-02-13,05:58:54,Edgewater,121 E Hemrhage
,2017-02-13,06:31:07,Burl Twp,106 E Breathin
,2017-02-13,08:02:49,Burl Twp,126 E SickPers
,2017-02-13,10:20:33,Burl City,125 E Psychiat
,2017-02-13,09:55:47,Burl Twp,106 E Breathin
,2017-02-13,10:58:47,Burl Twp,117 E Falls
,2017-02-13,14:38:26,Burl Twp,125 E Psychiat
,2017-02-13,15:41:07,Edgewater,104 E AsltRape
,2017-02-13,15:27:26,Beverly,132 E UnkMedEmrg
,2017-02-13,16:55:12,Burl City,104 E AsltRape
,2017-02-13,16:14:54,Edgewater,132 E UnkMedEmrg
,2017-02-13,16:54:57,Burl Twp,117 E Falls
,2017-02-13,17:44:44,Burl City,132 E UnkMedEmrg
,2017-02-13,18:58:17,Edgewater,119 E Heart
,2017-02-13,19:37:12,Burl City,112 E Convulsn
,2017-02-13,19:54:18,Willingbor,132 E UnkMedEmrg
,2017-02-13,21:48:48,Burl Twp,132 E UnkMedEmrg
,2017-02-13,22:03:20,Willingbor,132 E UnkMedEmrg
,2017-02-13,22:40:03,Burl City,110 E ChestPain
,2017-02-13,23:13:55,Burl Twp,106 E Breathin
,2017-02-14,03:32:00,Burl City,110 E ChestPain
,2017-02-14,06:58:25,Burl City,131 E Uncon
,2017-02-14,08:07:28,Edgewater,106 E Breathin
,2017-02-14,09:39:13,Burl City,106 E Breathin
,2017-02-14,10:06:49,Burl City,131 E Uncon
,2017-02-14,10:58:06,Burl Twp,119 E Heart
,2017-02-14,11:38:37,Burl Twp,119 E Heart
,2017-02-14,13:07:14,Burl City,106 E Breathin
,2017-02-14,13:47:31,Burl Twp,131 E Uncon
,2017-02-14,14:01:41,Burl City,106 E Breathin
,2017-02-14,14:30:34,Burl Twp,113 E Diabetic
,2017-02-14,14:41:51,Burl Twp,106 E Breathin
,2017-02-14,15:45:57,Burl Twp,129 E AccInjry
,2017-02-14,15:59:22,Edgewater,126 E SickPers
,2017-02-15,08:36:53,Burl Twp,125 E Psychiat
,2017-02-15,08:21:37,Beverly,110 E ChestPain
,2017-02-15,10:16:17,Burl City,113 E Diabetic
,2017-02-15,11:17:14,Burl City,104 E AsltRape
,2017-02-15,10:56:12,Burl Twp,121 E Hemrhage
,2017-02-15,12:36:41,Burl City,112 E Convulsn
,2017-02-15,13:38:42,Beverly,131 E Uncon
,2017-02-15,13:09:46,Springfld,121 E Hemrhage
,2017-02-15,15:26:47,Burl City,106 E Breathin
,2017-02-15,:  :,Edgewater,132 E UnkMedEmrg
,2017-02-15,19:27:17,Burl Twp,104 E AsltRape
,2017-02-15,18:47:39,Burl City,117 E Falls
,2017-02-15,20:57:46,Burl Twp,118 E Headache
,2017-02-15,20:30:32,Burl City,117 E Falls
,2017-02-15,22:50:42,Edgewater,125 E Psychiat
,2017-02-16,02:46:35,Edgewater,125 E Psychiat
,2017-02-16,07:25:33,Burl City,129 E AccInjry
,2017-02-16,07:32:50,Burl City,110 E ChestPain
,2017-02-16,09:34:18,Burl Twp,131 E Uncon
,2017-02-16,10:41:06,Burl Twp,106 E Breathin
,2017-02-16,11:11:49,Burl City,117 E Falls
,2017-02-16,14:26:14,Willingbor,101 E AbdmPain
,2017-02-16,15:05:47,Edgewater,113 E Diabetic
,2017-02-16,14:50:37,Burl City,110 E ChestPain
,2017-02-16,15:22:56,Springfld,113 E Diabetic
,2017-02-16,16:41:05,Burl Twp,132 E UnkMedEmrg
,2017-02-16,17:24:12,Burl City,132 E UnkMedEmrg
,2017-02-16,18:39:26,Edgewater,132 E UnkMedEmrg
,2017-02-16,18:32:20,Burl City,109 E Arrest
,2017-02-16,18:53:01,Burl Twp,132 E UnkMedEmrg
,2017-02-16,18:58:29,Burl Twp,131 E Uncon
,2017-02-16,20:34:44,Burl City,132 E UnkMedEmrg
,2017-02-16,20:54:05,Burl City,129 E AccInjry
,2017-02-16,21:55:58,Burl City,129 E AccInjry
,2017-02-16,22:09:30,Edgewater,132 E UnkMedEmrg
,2017-02-16,22:32:24,Burl Twp,132 E UnkMedEmrg
,2017-02-16,23:22:00,Burl Twp,132 E UnkMedEmrg
,2017-02-17,23:49:42,Edgewater,132 E UnkMedEmrg
,2017-02-17,01:05:14,Burl Twp,106 E Breathin
,2017-02-17,01:49:48,Burl City,132 E UnkMedEmrg
,2017-02-17,07:05:36,Burl Twp,131 E Uncon
,2017-02-17,08:38:33,Burl Twp,131 E Uncon
,2017-02-17,09:09:55,Burl Twp,106 E Breathin
,2017-02-17,11:45:58,Burl Twp,133 E TrfcEntp
,2017-02-17,13:04:59,Burl City,132 E UnkMedEmrg
,2017-02-17,12:27:34,Edgewater,110 E ChestPain
,2017-02-17,13:21:23,Burl Twp,128 E Stroke
,2017-02-17,12:44:30,Burl City,132 E UnkMedEmrg
,2017-02-17,14:36:03,Burl City,110 E ChestPain
,2017-02-17,14:55:59,Burl Twp,132 E UnkMedEmrg
,2017-02-17,15:18:12,Burl Twp,119 E Heart
,2017-02-17,15:52:29,Edgewater,124 E Pregnant
,2017-02-17,17:10:56,Burl City,106 E Breathin
,2017-02-17,20:55:10,Florence,132 E UnkMedEmrg
,2017-02-18,00:05:32,Burl City,106 E Breathin
,2017-02-18,01:23:46,Burl City,132 E UnkMedEmrg
,2017-02-18,07:42:16,Burl Twp,112 E Convulsn
,2017-02-18,09:16:10,Burl Twp,132 E UnkMedEmrg
,2017-02-18,13:44:21,Edgewater,131 E Uncon
,2017-02-18,15:11:09,Burl Twp,117 E Falls
,2017-02-18,15:46:21,Burl Twp,110 E ChestPain
,2017-02-18,16:02:44,Edgewater,132 E UnkMedEmrg
,2017-02-18,17:12:48,Edgewater,132 E UnkMedEmrg
,2017-02-18,16:55:22,Florence,132 E UnkMedEmrg
,2017-02-18,17:30:21,Burl City,132 E UnkMedEmrg
,2017-02-18,:  :,Burl City,134 E SpclAssn
,2017-02-18,21:12:30,Burl City,123 E Overdose
,2017-02-19,03:54:14,Burl Twp,106 E Breathin
,2017-02-19,01:24:43,Burl City,129F E Mva/Fire
,2017-02-19,08:11:53,Burl Twp,117 E Falls
,2017-02-19,07:59:53,Burl City,132 E UnkMedEmrg
,2017-02-19,10:12:15,Edgewater,132 E UnkMedEmrg
,2017-02-19,10:35:18,Burl City,132 E UnkMedEmrg
,2017-02-19,12:08:00,Burl Twp,128 E Stroke
,2017-02-19,12:53:10,Burl Twp,129 E AccInjry
,2017-02-19,15:16:52,Burl City,125 E Psychiat
,2017-02-19,17:50:40,Burl City,112 E Convulsn
,2017-02-19,22:23:34,Edgewater,125 E Psychiat
,2017-02-20,05:33:10,Willingbor,132 E UnkMedEmrg
,2017-02-20,05:52:23,Edgewater,132 E UnkMedEmrg
,2017-02-20,08:08:43,Willingbor,106 E Breathin
,2017-02-20,10:22:07,Burl Twp,117 E Falls
,2017-02-20,11:38:26,Burl Twp,131 E Uncon
,2017-02-20,11:51:07,Burl City,125 E Psychiat
,2017-02-20,13:18:20,Burl Twp,132 E UnkMedEmrg
,2017-02-20,14:13:05,Edgewater,106 E Breathin
,2017-02-20,14:25:23,Burl City,132 E UnkMedEmrg
,2017-02-20,15:46:03,Springfld,131 E Uncon
,2017-02-20,16:58:21,Edgewater,131 E Uncon
,2017-02-20,17:20:49,Burl City,109 E Arrest
,2017-02-20,18:37:16,Edgewater,106 E Breathin
,2017-02-20,19:55:45,Burl City,106 E Breathin
,2017-02-20,22:02:28,Burl Twp,132 E UnkMedEmrg
,2017-02-21,00:34:10,Willingbor,109 E Arrest
,2017-02-21,03:24:09,Burl City,132 E UnkMedEmrg
,2017-02-21,03:48:53,Burl Twp,119 E Heart
,2017-02-21,05:34:35,Burl Twp,121 E Hemrhage
,2017-02-21,06:15:42,Mansfield,129F E Mva/Fire
,2017-02-21,07:03:04,Burl City,131 E Uncon
,2017-02-21,07:45:26,Burl Twp,132 E UnkMedEmrg
,2017-02-21,09:19:48,Florence,126 E SickPers
,2017-02-21,09:20:57,Burl Twp,117 E Falls
,2017-02-21,12:22:12,Willingbor,104 E AsltRape
,2017-02-21,13:06:53,Burl Twp,109 E Arrest
,2017-02-21,12:48:27,Edgewater,119 E Heart
,2017-02-21,13:34:02,Burl City,106 E Breathin
,2017-02-21,14:12:00,Florence,117 E Falls
,2017-02-21,16:01:54,Willingbor,132 E UnkMedEmrg
,2017-02-21,15:37:45,Burl Twp,132 E UnkMedEmrg
,2017-02-21,16:54:55,Burl City,109 E Arrest
,2017-02-21,17:44:00,Edgewater,106 E Breathin
,2017-02-21,19:26:30,Florence,132 E UnkMedEmrg
,2017-02-21,20:12:57,Florence,117 E Falls
,2017-02-21,19:29:09,Florence,11 F StrctrFire
,2017-02-21,23:21:56,Burl City,125 E Psychiat
,2017-02-22,02:30:13,Burl City,132 E UnkMedEmrg
,2017-02-22,05:42:23,Edgewater,106 E Breathin
,2017-02-22,05:58:17,Edgewater,11 F StrctrFire
,2017-02-22,07:57:21,Burl City,126 E SickPers
,2017-02-22,08:21:42,Edgewater,131 E Uncon
,2017-02-22,08:54:23,Burl City,117 E Falls
,2017-02-22,09:53:56,Burl City,129 E AccInjry
,2017-02-22,10:12:41,Burl City,110 E ChestPain
,2017-02-22,11:34:41,Burl Twp,110 E ChestPain
,2017-02-22,13:13:08,Burl Twp,101 E AbdmPain
,2017-02-22,16:04:41,Burl City,132 E UnkMedEmrg
,2017-02-22,16:05:24,Burl City,129F E Mva/Fire
,2017-02-22,16:17:22,Burl City,132 E UnkMedEmrg
,2017-02-22,17:13:16,Burl Twp,106 E Breathin
,2017-02-22,17:56:43,Beverly,123 E Overdose
,2017-02-22,20:40:36,Burl Twp,106 E Breathin
,2017-02-22,22:40:53,Burl City,125 E Psychiat
,2017-02-23,04:28:12,Burl Twp,132 E UnkMedEmrg
,2017-02-23,05:38:14,Burl City,132 E UnkMedEmrg
,2017-02-23,07:12:03,Edgewater,106 E Breathin
,2017-02-23,07:05:52,Beverly,106 E Breathin
,2017-02-23,09:54:58,Edgewater,121 E Hemrhage
,2017-02-23,10:26:43,Burl Twp,112 E Convulsn
,2017-02-23,10:29:00,Burl Twp,125 E Psychiat
,2017-02-23,10:51:54,Burl Twp,110 E ChestPain
,2017-02-23,10:13:56,Edgewater,105 E BackPain
,2017-02-23,10:47:56,Burl Twp,131 E Uncon
,2017-02-23,11:39:42,Burl City,117 E Falls
,2017-02-23,12:25:37,Burl Twp,113 E Diabetic
,2017-02-23,14:11:32,Burl Twp,131 E Uncon
,2017-02-23,15:59:35,Burl Twp,113 E Diabetic
,2017-02-23,17:01:37,Burl Twp,125 E Psychiat
,2017-02-23,17:43:33,Burl City,106 E Breathin
,2017-02-23,18:43:26,Burl City,106 E Breathin
,2017-02-24,01:38:20,Burl City,132 E UnkMedEmrg
,2017-02-24,06:01:33,Burl Twp,106 E Breathin
,2017-02-24,07:38:13,Burl City,132 E UnkMedEmrg
,2017-02-24,09:03:10,Burl Twp,117 E Falls
,2017-02-24,10:47:28,Burl Twp,113 E Diabetic
,2017-02-24,11:35:04,Burl City,112 E Convulsn
,2017-02-24,12:08:22,Burl City,132 E UnkMedEmrg
,2017-02-24,12:55:02,Willingbor,131 E Uncon
,2017-02-24,14:14:33,Edgewater,132 E UnkMedEmrg
,2017-02-24,15:13:16,Edgewater,124 E Pregnant
,2017-02-24,19:34:56,Burl City,106 E Breathin
,2017-02-24,19:31:25,Burl City,117 E Falls
,2017-02-24,20:08:17,Willingbor,132 E UnkMedEmrg
,2017-02-24,20:31:16,Burl City,106 E Breathin
,2017-02-24,21:11:34,Edgewater,132 E UnkMedEmrg
,2017-02-24,:  :,Burl City,129 E AccInjry
,2017-02-24,22:18:06,Willingbor,119 E Heart
,2017-02-24,22:44:01,Florence,13 F Vehicle
,2017-02-24,22:52:27,Burl City,131 E Uncon
,2017-02-25,00:54:13,Burl Twp,106 E Breathin
,2017-02-25,02:20:44,Edgewater,130 E Trauma
,2017-02-25,04:21:16,Burl City,125 E Psychiat
,2017-02-25,05:11:25,Burl Twp,132 E UnkMedEmrg
,2017-02-25,05:17:55,Edgewater,109 E Arrest
,2017-02-25,06:12:50,Burl Twp,132 E UnkMedEmrg
,2017-02-25,06:57:40,Burl City,106 E Breathin
,2017-02-25,10:23:55,Burl City,129 E AccInjry
,2017-02-25,10:29:02,Edgewater,132 E UnkMedEmrg
,2017-02-25,11:26:21,Burl City,117 E Falls
,2017-02-25,12:41:41,Springfld,132 E UnkMedEmrg
,2017-02-25,13:23:27,Edgewater,117 E Falls
,2017-02-25,14:05:20,Burl Twp,128 E Stroke
,2017-02-25,16:29:33,Burl Twp,117 E Falls
,2017-02-25,17:07:08,Burl City,106 E Breathin
,2017-02-25,17:21:13,Edgewater,132 E UnkMedEmrg
,2017-02-25,17:15:22,Burl City,128 E Stroke
,2017-02-25,18:23:14,Burl Twp,11 F StrctrFire
,2017-02-25,20:39:14,Edgewater,132 E UnkMedEmrg
,2017-02-25,20:32:03,Burl Twp,132 E UnkMedEmrg
,2017-02-25,22:26:04,Burl City,106 E Breathin
,2017-02-26,22:31:54,Burl Twp,117 E Falls
,2017-02-26,23:59:43,Burl City,125 E Psychiat
,2017-02-26,01:24:14,Edgewater,112 E Convulsn
,2017-02-26,07:41:19,Burl Twp,132 E UnkMedEmrg
,2017-02-26,09:36:55,Burl City,110 E ChestPain
,2017-02-26,10:13:46,Springfld,117 E Falls
,2017-02-26,11:00:52,Beverly,125 E Psychiat
,2017-02-26,11:03:50,Burl Twp,129 E AccInjry
,2017-02-26,12:23:55,Edgewater,117 E Falls
,2017-02-26,13:13:13,Burl Twp,117 E Falls
,2017-02-26,13:13:46,Springfld,117 E Falls
,2017-02-26,14:47:44,Springfld,117 E Falls
,2017-02-26,19:21:16,Burl Twp,11 F StrctrFire
,2017-02-26,20:15:28,Willingbor,117 E Falls
,2017-02-26,21:14:12,Burl City,110 E ChestPain
,2017-02-26,22:46:19,Burl Twp,106 E Breathin
,2017-02-27,22:55:04,Burl City,112 E Convulsn
,2017-02-27,01:37:34,Edgewater,106 E Breathin
,2017-02-27,03:53:26,Edgewater,106 E Breathin
,2017-02-27,03:58:49,Burl City,110 E ChestPain
,2017-02-27,12:57:52,Burl Twp,132 E UnkMedEmrg
,2017-02-27,13:05:38,Burl Twp,132 E UnkMedEmrg
